hour,amount,3D_secured,is_weekend,Goldcard,Simplecard,UK_Card
0.1826923076923076,0.1826923076923076,False,False,False,True,False
0.1266025641025641,0.1266025641025641,True,False,False,False,True
0.3333333333333333,0.3333333333333333,True,False,False,False,True
0.1987179487179487,0.1987179487179487,True,False,False,True,False
0.1394230769230769,0.1394230769230769,True,True,False,False,True
0.6442307692307693,0.6442307692307693,True,False,False,True,False
0.3701923076923076,0.3701923076923076,False,True,True,False,False
0.1025641025641025,0.1025641025641025,True,True,True,False,False
0.3477564102564102,0.3477564102564102,False,False,False,True,False
0.4935897435897435,0.4935897435897435,False,False,False,True,False
0.3557692307692307,0.3557692307692307,True,False,True,False,False
0.4182692307692307,0.4182692307692307,False,False,False,False,False
0.2019230769230769,0.2019230769230769,False,False,False,True,False
0.2339743589743589,0.2339743589743589,False,False,False,False,False
0.4054487179487179,0.4054487179487179,False,False,True,False,False
0.455128205128205,0.455128205128205,False,False,False,False,True
0.2291666666666666,0.2291666666666666,False,False,False,False,False
0.0737179487179487,0.0737179487179487,True,False,False,False,True
0.1810897435897435,0.1810897435897435,False,False,False,True,False
0.4951923076923076,0.4951923076923076,True,False,True,False,False
0.1826923076923076,0.1826923076923076,False,False,False,True,False
0.3349358974358974,0.3349358974358974,False,False,False,False,True
0.3381410256410256,0.3381410256410256,False,False,False,True,False
0.3974358974358974,0.3974358974358974,False,False,False,False,True
0.3846153846153846,0.3846153846153846,False,False,False,False,True
0.4983974358974358,0.4983974358974358,False,False,False,False,True
0.2516025641025641,0.2516025641025641,False,False,False,False,False
0.4423076923076923,0.4423076923076923,False,False,False,True,False
0.1201923076923076,0.1201923076923076,False,False,False,False,False
0.4567307692307692,0.4567307692307692,False,False,False,False,False
0.3782051282051282,0.3782051282051282,False,False,False,False,True
0.3461538461538461,0.3461538461538461,False,False,False,True,False
0.1506410256410256,0.1506410256410256,False,True,False,True,False
0.4999999999999999,0.4999999999999999,True,False,True,False,False
0.1778846153846154,0.1778846153846154,False,False,False,False,True
0.3157051282051282,0.3157051282051282,True,True,True,False,False
0.4246794871794871,0.4246794871794871,False,False,True,False,False
0.2788461538461538,0.2788461538461538,False,False,False,True,False
0.3894230769230768,0.3894230769230768,False,False,False,False,False
0.546474358974359,0.546474358974359,True,False,True,False,False
0.2051282051282051,0.2051282051282051,False,False,False,False,True
0.2371794871794871,0.2371794871794871,False,True,False,False,True
0.455128205128205,0.455128205128205,False,False,False,False,True
0.4423076923076923,0.4423076923076923,False,False,False,False,False
0.3557692307692307,0.3557692307692307,False,False,False,False,False
0.4262820512820512,0.4262820512820512,False,False,False,False,True
0.2676282051282051,0.2676282051282051,False,False,False,False,False
0.3942307692307692,0.3942307692307692,False,False,False,False,True
0.3076923076923076,0.3076923076923076,False,False,False,True,False
0.4967948717948717,0.4967948717948717,True,False,False,False,False
0.3685897435897435,0.3685897435897435,False,True,False,True,False
0.2964743589743589,0.2964743589743589,False,False,True,False,False
0.2884615384615384,0.2884615384615384,True,True,False,False,True
0.2884615384615384,0.2884615384615384,False,True,True,False,False
0.1217948717948718,0.1217948717948718,True,False,False,False,True
0.3830128205128205,0.3830128205128205,True,False,False,False,True
0.376602564102564,0.376602564102564,False,False,False,False,True
0.4711538461538461,0.4711538461538461,True,False,False,False,True
0.1314102564102564,0.1314102564102564,False,False,False,True,False
0.3141025641025641,0.3141025641025641,False,False,False,True,False
0.3958333333333333,0.3958333333333333,True,False,False,False,True
0.1810897435897435,0.1810897435897435,True,False,False,False,False
0.2548076923076923,0.2548076923076923,False,True,False,False,False
0.3782051282051282,0.3782051282051282,False,False,False,True,False
0.2419871794871795,0.2419871794871795,True,True,False,True,False
0.3381410256410256,0.3381410256410256,False,False,True,False,False
0.4471153846153846,0.4471153846153846,False,False,False,False,False
0.0384615384615384,0.0384615384615384,True,False,False,False,False
0.0464743589743589,0.0464743589743589,False,False,False,False,True
0.0288461538461538,0.0288461538461538,True,False,False,False,True
0.5833333333333334,0.5833333333333334,False,False,False,False,True
0.3076923076923076,0.3076923076923076,False,False,False,True,False
0.1298076923076923,0.1298076923076923,True,True,False,False,True
0.4166666666666666,0.4166666666666666,True,False,False,True,False
0.1842948717948718,0.1842948717948718,True,False,False,False,True
0.3044871794871794,0.3044871794871794,True,False,False,False,True
0.1217948717948718,0.1217948717948718,True,True,False,True,False
0.3173076923076923,0.3173076923076923,False,False,False,False,False
0.2243589743589743,0.2243589743589743,False,True,False,False,True
0.4439102564102564,0.4439102564102564,False,False,False,False,True
0.2628205128205128,0.2628205128205128,False,False,False,False,False
0.1907051282051282,0.1907051282051282,False,False,False,False,False
0.1762820512820513,0.1762820512820513,True,False,False,False,True
0.3221153846153846,0.3221153846153846,True,False,False,False,True
0.2996794871794871,0.2996794871794871,False,False,False,False,True
0.0881410256410256,0.0881410256410256,False,False,False,False,True
0.4711538461538461,0.4711538461538461,False,False,False,False,True
0.0352564102564102,0.0352564102564102,False,False,False,False,False
0.3589743589743589,0.3589743589743589,False,True,False,False,True
0.2740384615384615,0.2740384615384615,True,False,False,False,True
0.469551282051282,0.469551282051282,True,False,False,False,True
0.1810897435897435,0.1810897435897435,False,False,True,False,False
0.2339743589743589,0.2339743589743589,True,False,False,False,False
0.4807692307692307,0.4807692307692307,False,False,False,False,True
0.7564102564102564,0.7564102564102564,False,False,False,False,True
0.360576923076923,0.360576923076923,True,False,False,False,True
0.2948717948717948,0.2948717948717948,False,False,False,False,True
0.4807692307692307,0.4807692307692307,False,False,False,False,True
0.3621794871794871,0.3621794871794871,False,True,False,True,False
0.1682692307692307,0.1682692307692307,False,False,False,False,True
0.4919871794871794,0.4919871794871794,True,True,False,True,False
0.407051282051282,0.407051282051282,False,False,False,False,True
0.1490384615384615,0.1490384615384615,False,False,False,False,True
0.4326923076923076,0.4326923076923076,False,False,False,False,False
0.1121794871794871,0.1121794871794871,False,True,False,False,True
0.3669871794871794,0.3669871794871794,False,False,False,False,True
0.3637820512820512,0.3637820512820512,False,False,False,False,True
0.5016025641025641,0.5016025641025641,False,False,False,False,False
0.6362179487179487,0.6362179487179487,False,False,False,False,True
0.2259615384615384,0.2259615384615384,False,True,False,False,False
0.3413461538461538,0.3413461538461538,False,True,False,False,True
0.1987179487179487,0.1987179487179487,False,False,False,False,True
0.344551282051282,0.344551282051282,False,False,False,True,False
0.4278846153846153,0.4278846153846153,False,True,False,False,True
0.1442307692307692,0.1442307692307692,True,False,False,False,True
